iteration,timestamp,client_id,operation,target,phase,failed_node,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
748,1789628138.5933635,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,748,748,748,majority,majority,True,failure,0.17,True,False,
749,1789628138.594242,client_mr,READ_PRIMARY,primary,recovery,mongo1,749,749,748,majority,majority,True,failure,0.15,True,False,
749,1789628138.5944586,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,749,749,749,majority,majority,True,failure,0.21,True,False,
750,1789628138.5952058,client_mr,READ_PRIMARY,primary,recovery,mongo1,750,750,749,majority,majority,True,failure,0.14,True,False,
750,1789628138.59536,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,750,750,750,majority,majority,True,failure,0.15,True,False,
751,1789628138.5960894,client_mr,READ_PRIMARY,primary,recovery,mongo1,751,751,750,majority,majority,True,failure,0.15,True,False,
751,1789628138.5962472,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,751,751,751,majority,majority,True,failure,0.16,True,False,
752,1789628138.597211,client_mr,READ_PRIMARY,primary,recovery,mongo1,752,752,751,majority,majority,True,failure,0.17,True,False,
752,1789628138.5973718,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,752,752,752,majority,majority,True,failure,0.16,True,False,
753,1789628138.5984793,client_mr,READ_PRIMARY,primary,recovery,mongo1,753,753,752,majority,majority,True,failure,0.2,True,False,
753,1789628138.598652,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,753,753,753,majority,majority,True,failure,0.17,True,False,
754,1789628138.5996962,client_mr,READ_PRIMARY,primary,recovery,mongo1,754,754,753,majority,majority,True,failure,0.14,True,False,
754,1789628138.5998454,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,754,754,754,majority,majority,True,failure,0.15,True,False,
755,1789628138.600615,client_mr,READ_PRIMARY,primary,recovery,mongo1,755,755,754,majority,majority,True,failure,0.16,True,False,
755,1789628138.6007707,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,755,755,755,majority,majority,True,failure,0.15,True,False,
756,1789628138.6016026,client_mr,READ_PRIMARY,primary,recovery,mongo1,756,756,755,majority,majority,True,failure,0.15,True,False,
756,1789628138.6017811,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,756,756,756,majority,majority,True,failure,0.18,True,False,
757,1789628138.602569,client_mr,READ_PRIMARY,primary,recovery,mongo1,757,757,756,majority,majority,True,failure,0.14,True,False,
757,1789628138.6027272,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,757,757,757,majority,majority,True,failure,0.16,True,False,
758,1789628138.6034417,client_mr,READ_PRIMARY,primary,recovery,mongo1,758,758,757,majority,majority,True,failure,0.14,True,False,
758,1789628138.6035945,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,758,758,758,majority,majority,True,failure,0.15,True,False,
759,1789628138.604231,client_mr,READ_PRIMARY,primary,recovery,mongo1,759,759,758,majority,majority,True,failure,0.14,True,False,
759,1789628138.6043956,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,759,759,759,majority,majority,True,failure,0.16,True,False,
760,1789628138.605237,client_mr,READ_PRIMARY,primary,recovery,mongo1,760,760,759,majority,majority,True,failure,0.15,True,False,
760,1789628138.605397,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,760,760,760,majority,majority,True,failure,0.16,True,False,
761,1789628138.6065156,client_mr,READ_PRIMARY,primary,recovery,mongo1,761,761,760,majority,majority,True,failure,0.17,True,False,
761,1789628138.6066852,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,761,761,761,majority,majority,True,failure,0.17,True,False,
762,1789628138.607586,client_mr,READ_PRIMARY,primary,recovery,mongo1,762,762,761,majority,majority,True,failure,0.16,True,False,
762,1789628138.6077483,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,762,762,762,majority,majority,True,failure,0.16,True,False,
763,1789628138.6086004,client_mr,READ_PRIMARY,primary,recovery,mongo1,763,763,762,majority,majority,True,failure,0.17,True,False,
763,1789628138.6087747,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,763,763,763,majority,majority,True,failure,0.17,True,False,
764,1789628138.6100986,client_mr,READ_PRIMARY,primary,recovery,mongo1,764,764,763,majority,majority,True,failure,0.15,True,False,
764,1789628138.6102686,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,764,764,764,majority,majority,True,failure,0.17,True,False,
765,1789628138.611196,client_mr,READ_PRIMARY,primary,recovery,mongo1,765,765,764,majority,majority,True,failure,0.2,True,False,
765,1789628138.611368,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,765,765,765,majority,majority,True,failure,0.17,True,False,
766,1789628138.6121225,client_mr,READ_PRIMARY,primary,recovery,mongo1,766,766,765,majority,majority,True,failure,0.14,True,False,
766,1789628138.6122925,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,766,766,766,majority,majority,True,failure,0.17,True,False,
767,1789628138.6131222,client_mr,READ_PRIMARY,primary,recovery,mongo1,767,767,766,majority,majority,True,failure,0.2,True,False,
767,1789628138.613287,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,767,767,767,majority,majority,True,failure,0.16,True,False,
768,1789628138.6140928,client_mr,READ_PRIMARY,primary,recovery,mongo1,768,768,767,majority,majority,True,failure,0.15,True,False,
768,1789628138.6142576,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,768,768,768,majority,majority,True,failure,0.16,True,False,
769,1789628138.6153572,client_mr,READ_PRIMARY,primary,recovery,mongo1,769,769,768,majority,majority,True,failure,0.19,True,False,
769,1789628138.6155448,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,769,769,769,majority,majority,True,failure,0.19,True,False,
770,1789628138.6163409,client_mr,READ_PRIMARY,primary,recovery,mongo1,770,770,769,majority,majority,True,failure,0.14,True,False,
770,1789628138.6165075,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,770,770,770,majority,majority,True,failure,0.16,True,False,
771,1789628138.6173124,client_mr,READ_PRIMARY,primary,recovery,mongo1,771,771,770,majority,majority,True,failure,0.17,True,False,
771,1789628138.6174889,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,771,771,771,majority,majority,True,failure,0.17,True,False,
772,1789628138.6184099,client_mr,READ_PRIMARY,primary,recovery,mongo1,772,772,771,majority,majority,True,failure,0.19,True,False,
772,1789628138.6185753,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,772,772,772,majority,majority,True,failure,0.16,True,False,
773,1789628138.6193552,client_mr,READ_PRIMARY,primary,recovery,mongo1,773,773,772,majority,majority,True,failure,0.16,True,False,
773,1789628138.6195104,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,773,773,773,majority,majority,True,failure,0.15,True,False,
774,1789628138.620206,client_mr,READ_PRIMARY,primary,recovery,mongo1,774,774,773,majority,majority,True,failure,0.16,True,False,
774,1789628138.6203747,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,774,774,774,majority,majority,True,failure,0.17,True,False,
775,1789628138.6215281,client_mr,READ_PRIMARY,primary,recovery,mongo1,775,775,774,majority,majority,True,failure,0.16,True,False,
775,1789628138.6216893,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,775,775,775,majority,majority,True,failure,0.16,True,False,
776,1789628138.62254,client_mr,READ_PRIMARY,primary,recovery,mongo1,776,776,775,majority,majority,True,failure,0.15,True,False,
776,1789628138.6227002,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,776,776,776,majority,majority,True,failure,0.16,True,False,
777,1789628138.623616,client_mr,READ_PRIMARY,primary,recovery,mongo1,777,777,776,majority,majority,True,failure,0.15,True,False,
777,1789628138.623787,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,777,777,777,majority,majority,True,failure,0.17,True,False,
778,1789628138.624528,client_mr,READ_PRIMARY,primary,recovery,mongo1,778,778,777,majority,majority,True,failure,0.15,True,False,
778,1789628138.624788,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,778,778,778,majority,majority,True,failure,0.26,True,False,
779,1789628138.6256757,client_mr,READ_PRIMARY,primary,recovery,mongo1,779,779,778,majority,majority,True,failure,0.17,True,False,
779,1789628138.6258526,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,779,779,779,majority,majority,True,failure,0.17,True,False,
780,1789628138.6266613,client_mr,READ_PRIMARY,primary,recovery,mongo1,780,780,779,majority,majority,True,failure,0.15,True,False,
780,1789628138.6268325,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,780,780,780,majority,majority,True,failure,0.17,True,False,
781,1789628138.6275861,client_mr,READ_PRIMARY,primary,recovery,mongo1,781,781,780,majority,majority,True,failure,0.18,True,False,
781,1789628138.6277568,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,781,781,781,majority,majority,True,failure,0.17,True,False,
782,1789628138.6285284,client_mr,READ_PRIMARY,primary,recovery,mongo1,782,782,781,majority,majority,True,failure,0.15,True,False,
782,1789628138.6286907,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,782,782,782,majority,majority,True,failure,0.16,True,False,
783,1789628138.629638,client_mr,READ_PRIMARY,primary,recovery,mongo1,783,783,782,majority,majority,True,failure,0.16,True,False,
783,1789628138.6297908,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,783,783,783,majority,majority,True,failure,0.15,True,False,
784,1789628138.6306314,client_mr,READ_PRIMARY,primary,recovery,mongo1,784,784,783,majority,majority,True,failure,0.18,True,False,
784,1789628138.6308055,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,784,784,784,majority,majority,True,failure,0.17,True,False,
785,1789628138.6318464,client_mr,READ_PRIMARY,primary,recovery,mongo1,785,785,784,majority,majority,True,failure,0.16,True,False,
785,1789628138.6320157,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,785,785,785,majority,majority,True,failure,0.17,True,False,
786,1789628138.6333735,client_mr,READ_PRIMARY,primary,recovery,mongo1,786,786,785,majority,majority,True,failure,0.17,True,False,
786,1789628138.6335468,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,786,786,786,majority,majority,True,failure,0.17,True,False,
787,1789628138.6344278,client_mr,READ_PRIMARY,primary,recovery,mongo1,787,787,786,majority,majority,True,failure,0.18,True,False,
787,1789628138.6345909,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,787,787,787,majority,majority,True,failure,0.16,True,False,
788,1789628138.6354327,client_mr,READ_PRIMARY,primary,recovery,mongo1,788,788,787,majority,majority,True,failure,0.16,True,False,
788,1789628138.6355906,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,788,788,788,majority,majority,True,failure,0.16,True,False,
789,1789628138.6363783,client_mr,READ_PRIMARY,primary,recovery,mongo1,789,789,788,majority,majority,True,failure,0.15,True,False,
789,1789628138.6365368,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,789,789,789,majority,majority,True,failure,0.16,True,False,
790,1789628138.6374903,client_mr,READ_PRIMARY,primary,recovery,mongo1,790,790,789,majority,majority,True,failure,0.16,True,False,
790,1789628138.6376514,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,790,790,790,majority,majority,True,failure,0.16,True,False,
791,1789628138.6384673,client_mr,READ_PRIMARY,primary,recovery,mongo1,791,791,790,majority,majority,True,failure,0.19,True,False,
791,1789628138.638629,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,791,791,791,majority,majority,True,failure,0.16,True,False,
792,1789628138.6394672,client_mr,READ_PRIMARY,primary,recovery,mongo1,792,792,791,majority,majority,True,failure,0.16,True,False,
792,1789628138.6396246,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,792,792,792,majority,majority,True,failure,0.16,True,False,
793,1789628138.6406705,client_mr,READ_PRIMARY,primary,recovery,mongo1,793,793,792,majority,majority,True,failure,0.15,True,False,
793,1789628138.6408565,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,793,793,793,majority,majority,True,failure,0.18,True,False,
794,1789628138.6417394,client_mr,READ_PRIMARY,primary,recovery,mongo1,794,794,793,majority,majority,True,failure,0.16,True,False,
794,1789628138.641898,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,794,794,794,majority,majority,True,failure,0.16,True,False,
795,1789628138.6427636,client_mr,READ_PRIMARY,primary,recovery,mongo1,795,795,794,majority,majority,True,failure,0.15,True,False,
795,1789628138.6429462,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,795,795,795,majority,majority,True,failure,0.18,True,False,
796,1789628138.6440156,client_mr,READ_PRIMARY,primary,recovery,mongo1,796,796,795,majority,majority,True,failure,0.14,True,False,
796,1789628138.6441817,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,796,796,796,majority,majority,True,failure,0.16,True,False,
797,1789628138.6449864,client_mr,READ_PRIMARY,primary,recovery,mongo1,797,797,796,majority,majority,True,failure,0.14,True,False,
797,1789628138.645152,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,797,797,797,majority,majority,True,failure,0.16,True,False,
798,1789628138.6459458,client_mr,READ_PRIMARY,primary,recovery,mongo1,798,798,797,majority,majority,True,failure,0.16,True,False,
798,1789628138.646117,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,798,798,798,majority,majority,True,failure,0.17,True,False,
799,1789628138.6469343,client_mr,READ_PRIMARY,primary,recovery,mongo1,799,799,798,majority,majority,True,failure,0.14,True,False,
799,1789628138.6470933,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,799,799,799,majority,majority,True,failure,0.16,True,False,
800,1789628138.6478791,client_mr,READ_PRIMARY,primary,recovery,mongo1,800,800,799,majority,majority,True,failure,0.16,True,False,
800,1789628138.6480367,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,800,800,800,majority,majority,True,failure,0.16,True,False,
801,1789628138.6491973,client_mr,READ_PRIMARY,primary,recovery,mongo1,801,801,800,majority,majority,True,failure,0.21,True,False,
801,1789628138.6493444,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,801,801,801,majority,majority,True,failure,0.15,True,False,
802,1789628138.6502645,client_mr,READ_PRIMARY,primary,recovery,mongo1,802,802,801,majority,majority,True,failure,0.16,True,False,
802,1789628138.6504614,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,802,802,802,majority,majority,True,failure,0.2,True,False,
803,1789628138.6512334,client_mr,READ_PRIMARY,primary,recovery,mongo1,803,803,802,majority,majority,True,failure,0.14,True,False,
803,1789628138.651387,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,803,803,803,majority,majority,True,failure,0.15,True,False,
804,1789628138.652082,client_mr,READ_PRIMARY,primary,recovery,mongo1,804,804,803,majority,majority,True,failure,0.14,True,False,
804,1789628138.652246,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,804,804,804,majority,majority,True,failure,0.16,True,False,
805,1789628138.6529663,client_mr,READ_PRIMARY,primary,recovery,mongo1,805,805,804,majority,majority,True,failure,0.16,True,False,
805,1789628138.6531215,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,805,805,805,majority,majority,True,failure,0.15,True,False,
806,1789628138.653923,client_mr,READ_PRIMARY,primary,recovery,mongo1,806,806,805,majority,majority,True,failure,0.15,True,False,
806,1789628138.654095,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,806,806,806,majority,majority,True,failure,0.17,True,False,
807,1789628138.6552038,client_mr,READ_PRIMARY,primary,recovery,mongo1,807,807,806,majority,majority,True,failure,0.14,True,False,
807,1789628138.6553807,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,807,807,807,majority,majority,True,failure,0.17,True,False,
808,1789628138.6560795,client_mr,READ_PRIMARY,primary,recovery,mongo1,808,808,807,majority,majority,True,failure,0.12,True,False,
808,1789628138.6562355,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,808,808,808,majority,majority,True,failure,0.15,True,False,
809,1789628138.6573522,client_mr,READ_PRIMARY,primary,recovery,mongo1,809,809,808,majority,majority,True,failure,0.15,True,False,
809,1789628138.6575081,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,809,809,809,majority,majority,True,failure,0.15,True,False,
810,1789628138.658403,client_mr,READ_PRIMARY,primary,recovery,mongo1,810,810,809,majority,majority,True,failure,0.21,True,False,
810,1789628138.6585627,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,810,810,810,majority,majority,True,failure,0.16,True,False,
811,1789628138.6595428,client_mr,READ_PRIMARY,primary,recovery,mongo1,811,811,810,majority,majority,True,failure,0.16,True,False,
811,1789628138.6597028,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,811,811,811,majority,majority,True,failure,0.16,True,False,
812,1789628138.6604903,client_mr,READ_PRIMARY,primary,recovery,mongo1,812,812,811,majority,majority,True,failure,0.15,True,False,
812,1789628138.6606586,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,812,812,812,majority,majority,True,failure,0.17,True,False,
813,1789628138.6614847,client_mr,READ_PRIMARY,primary,recovery,mongo1,813,813,812,majority,majority,True,failure,0.17,True,False,
813,1789628138.661655,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,813,813,813,majority,majority,True,failure,0.17,True,False,
814,1789628138.6624744,client_mr,READ_PRIMARY,primary,recovery,mongo1,814,814,813,majority,majority,True,failure,0.19,True,False,
814,1789628138.6626263,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,814,814,814,majority,majority,True,failure,0.15,True,False,
815,1789628138.663352,client_mr,READ_PRIMARY,primary,recovery,mongo1,815,815,814,majority,majority,True,failure,0.14,True,False,
815,1789628138.6635118,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,815,815,815,majority,majority,True,failure,0.16,True,False,
816,1789628138.6642284,client_mr,READ_PRIMARY,primary,recovery,mongo1,816,816,815,majority,majority,True,failure,0.15,True,False,
816,1789628138.664382,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,816,816,816,majority,majority,True,failure,0.15,True,False,
817,1789628138.6656022,client_mr,READ_PRIMARY,primary,recovery,mongo1,817,817,816,majority,majority,True,failure,0.18,True,False,
817,1789628138.6657786,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,817,817,817,majority,majority,True,failure,0.17,True,False,
818,1789628138.6669314,client_mr,READ_PRIMARY,primary,recovery,mongo1,818,818,817,majority,majority,True,failure,0.17,True,False,
818,1789628138.6670856,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,818,818,818,majority,majority,True,failure,0.15,True,False,
819,1789628138.667986,client_mr,READ_PRIMARY,primary,recovery,mongo1,819,819,818,majority,majority,True,failure,0.18,True,False,
819,1789628138.6681833,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,819,819,819,majority,majority,True,failure,0.2,True,False,
820,1789628138.6690347,client_mr,READ_PRIMARY,primary,recovery,mongo1,820,820,819,majority,majority,True,failure,0.16,True,False,
820,1789628138.6692278,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,820,820,820,majority,majority,True,failure,0.19,True,False,
821,1789628138.670032,client_mr,READ_PRIMARY,primary,recovery,mongo1,821,821,820,majority,majority,True,failure,0.19,True,False,
821,1789628138.6702485,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,821,821,821,majority,majority,True,failure,0.21,True,False,
822,1789628138.6710572,client_mr,READ_PRIMARY,primary,recovery,mongo1,822,822,821,majority,majority,True,failure,0.16,True,False,
822,1789628138.6712427,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,822,822,822,majority,majority,True,failure,0.18,True,False,
823,1789628138.6719608,client_mr,READ_PRIMARY,primary,recovery,mongo1,823,823,822,majority,majority,True,failure,0.15,True,False,
823,1789628138.672119,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,823,823,823,majority,majority,True,failure,0.16,True,False,
824,1789628138.672833,client_mr,READ_PRIMARY,primary,recovery,mongo1,824,824,823,majority,majority,True,failure,0.16,True,False,
824,1789628138.6730247,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,824,824,824,majority,majority,True,failure,0.19,True,False,
825,1789628138.6740978,client_mr,READ_PRIMARY,primary,recovery,mongo1,825,825,824,majority,majority,True,failure,0.13,True,False,
825,1789628138.6743019,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,825,825,825,majority,majority,True,failure,0.2,True,False,
826,1789628138.6752143,client_mr,READ_PRIMARY,primary,recovery,mongo1,826,826,825,majority,majority,True,failure,0.19,True,False,
826,1789628138.6753979,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,826,826,826,majority,majority,True,failure,0.18,True,False,
827,1789628138.6761847,client_mr,READ_PRIMARY,primary,recovery,mongo1,827,827,826,majority,majority,True,failure,0.16,True,False,
827,1789628138.6763468,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,827,827,827,majority,majority,True,failure,0.16,True,False,
828,1789628138.6775045,client_mr,READ_PRIMARY,primary,recovery,mongo1,828,828,827,majority,majority,True,failure,0.16,True,False,
828,1789628138.6776898,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,828,828,828,majority,majority,True,failure,0.18,True,False,
829,1789628138.6786258,client_mr,READ_PRIMARY,primary,recovery,mongo1,829,829,828,majority,majority,True,failure,0.16,True,False,
829,1789628138.6788206,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,829,829,829,majority,majority,True,failure,0.19,True,False,
830,1789628138.6796792,client_mr,READ_PRIMARY,primary,recovery,mongo1,830,830,829,majority,majority,True,failure,0.16,True,False,
830,1789628138.6798482,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,830,830,830,majority,majority,True,failure,0.17,True,False,
831,1789628138.6806958,client_mr,READ_PRIMARY,primary,recovery,mongo1,831,831,830,majority,majority,True,failure,0.21,True,False,
831,1789628138.6808736,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,831,831,831,majority,majority,True,failure,0.18,True,False,
832,1789628138.6816936,client_mr,READ_PRIMARY,primary,recovery,mongo1,832,832,831,majority,majority,True,failure,0.16,True,False,
832,1789628138.6818764,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,832,832,832,majority,majority,True,failure,0.18,True,False,
833,1789628138.68293,client_mr,READ_PRIMARY,primary,recovery,mongo1,833,833,832,majority,majority,True,failure,0.15,True,False,
833,1789628138.6830928,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,833,833,833,majority,majority,True,failure,0.16,True,False,
834,1789628138.6838348,client_mr,READ_PRIMARY,primary,recovery,mongo1,834,834,833,majority,majority,True,failure,0.18,True,False,
834,1789628138.684026,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,834,834,834,majority,majority,True,failure,0.19,True,False,
835,1789628138.684908,client_mr,READ_PRIMARY,primary,recovery,mongo1,835,835,834,majority,majority,True,failure,0.22,True,False,
835,1789628138.6851273,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,835,835,835,majority,majority,True,failure,0.22,True,False,
836,1789628138.6860003,client_mr,READ_PRIMARY,primary,recovery,mongo1,836,836,835,majority,majority,True,failure,0.2,True,False,
836,1789628138.6862326,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,836,836,836,majority,majority,True,failure,0.23,True,False,
837,1789628138.6870923,client_mr,READ_PRIMARY,primary,recovery,mongo1,837,837,836,majority,majority,True,failure,0.17,True,False,
837,1789628138.6873126,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,837,837,837,majority,majority,True,failure,0.22,True,False,
838,1789628138.688087,client_mr,READ_PRIMARY,primary,recovery,mongo1,838,838,837,majority,majority,True,failure,0.16,True,False,
838,1789628138.6883023,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,838,838,838,majority,majority,True,failure,0.21,True,False,
839,1789628138.6895835,client_mr,READ_PRIMARY,primary,recovery,mongo1,839,839,838,majority,majority,True,failure,0.13,True,False,
839,1789628138.6898053,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,839,839,839,majority,majority,True,failure,0.22,True,False,
840,1789628138.690767,client_mr,READ_PRIMARY,primary,recovery,mongo1,840,840,839,majority,majority,True,failure,0.24,True,False,
840,1789628138.6909654,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,840,840,840,majority,majority,True,failure,0.2,True,False,
841,1789628138.6918592,client_mr,READ_PRIMARY,primary,recovery,mongo1,841,841,840,majority,majority,True,failure,0.17,True,False,
841,1789628138.6920762,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,841,841,841,majority,majority,True,failure,0.22,True,False,
842,1789628138.6928878,client_mr,READ_PRIMARY,primary,recovery,mongo1,842,842,841,majority,majority,True,failure,0.17,True,False,
842,1789628138.693112,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,842,842,842,majority,majority,True,failure,0.22,True,False,
843,1789628138.6939478,client_mr,READ_PRIMARY,primary,recovery,mongo1,843,843,842,majority,majority,True,failure,0.16,True,False,
843,1789628138.6941733,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,843,843,843,majority,majority,True,failure,0.22,True,False,
844,1789628138.6950822,client_mr,READ_PRIMARY,primary,recovery,mongo1,844,844,843,majority,majority,True,failure,0.18,True,False,
844,1789628138.6952899,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,844,844,844,majority,majority,True,failure,0.21,True,False,
845,1789628138.69608,client_mr,READ_PRIMARY,primary,recovery,mongo1,845,845,844,majority,majority,True,failure,0.18,True,False,
845,1789628138.6962688,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,845,845,845,majority,majority,True,failure,0.19,True,False,
846,1789628138.6970525,client_mr,READ_PRIMARY,primary,recovery,mongo1,846,846,845,majority,majority,True,failure,0.21,True,False,
846,1789628138.697257,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,846,846,846,majority,majority,True,failure,0.2,True,False,
847,1789628138.6981232,client_mr,READ_PRIMARY,primary,recovery,mongo1,847,847,846,majority,majority,True,failure,0.21,True,False,
847,1789628138.6983788,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,847,847,847,majority,majority,True,failure,0.25,True,False,
848,1789628138.6992428,client_mr,READ_PRIMARY,primary,recovery,mongo1,848,848,847,majority,majority,True,failure,0.21,True,False,
848,1789628138.6994386,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,848,848,848,majority,majority,True,failure,0.19,True,False,
849,1789628138.700518,client_mr,READ_PRIMARY,primary,recovery,mongo1,849,849,848,majority,majority,True,failure,0.2,True,False,
849,1789628138.700729,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,849,849,849,majority,majority,True,failure,0.21,True,False,
850,1789628138.7019782,client_mr,READ_PRIMARY,primary,recovery,mongo1,850,850,849,majority,majority,True,failure,0.19,True,False,
850,1789628138.702175,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,850,850,850,majority,majority,True,failure,0.19,True,False,
851,1789628138.7029262,client_mr,READ_PRIMARY,primary,recovery,mongo1,851,851,850,majority,majority,True,failure,0.17,True,False,
851,1789628138.7031064,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,851,851,851,majority,majority,True,failure,0.18,True,False,
852,1789628138.703864,client_mr,READ_PRIMARY,primary,recovery,mongo1,852,852,851,majority,majority,True,failure,0.16,True,False,
852,1789628138.7040298,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,852,852,852,majority,majority,True,failure,0.16,True,False,
853,1789628138.7047057,client_mr,READ_PRIMARY,primary,recovery,mongo1,853,853,852,majority,majority,True,failure,0.16,True,False,
853,1789628138.7048988,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,853,853,853,majority,majority,True,failure,0.19,True,False,
854,1789628138.705658,client_mr,READ_PRIMARY,primary,recovery,mongo1,854,854,853,majority,majority,True,failure,0.16,True,False,
854,1789628138.7058566,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,854,854,854,majority,majority,True,failure,0.2,True,False,
