iteration,timestamp,client_id,operation,target,phase,failed_node,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,latency_ms,success,violation,error
598,1789628138.3774889,client_mr,READ_PRIMARY,primary,failure,mongo1,598,598,597,majority,majority,True,failure,0.16,True,False,
598,1789628138.377749,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,598,598,598,majority,majority,True,failure,0.26,True,False,
599,1789628138.378604,client_mr,READ_PRIMARY,primary,failure,mongo1,599,599,598,majority,majority,True,failure,0.16,True,False,
599,1789628138.3788264,client_mr,READ_SECONDARY,session_secondary,failure,mongo1,599,599,599,majority,majority,True,failure,0.22,True,False,
600,1789628138.441233,client_mr,READ_PRIMARY,primary,recovery,mongo1,600,600,599,majority,majority,True,failure,0.32,True,False,
600,1789628138.4416072,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,600,600,600,majority,majority,True,failure,0.36,True,False,
601,1789628138.4429684,client_mr,READ_PRIMARY,primary,recovery,mongo1,601,601,600,majority,majority,True,failure,0.2,True,False,
601,1789628138.4432352,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,601,601,601,majority,majority,True,failure,0.26,True,False,
602,1789628138.444269,client_mr,READ_PRIMARY,primary,recovery,mongo1,602,602,601,majority,majority,True,failure,0.17,True,False,
602,1789628138.444539,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,602,602,602,majority,majority,True,failure,0.27,True,False,
603,1789628138.445397,client_mr,READ_PRIMARY,primary,recovery,mongo1,603,603,602,majority,majority,True,failure,0.17,True,False,
603,1789628138.4456456,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,603,603,603,majority,majority,True,failure,0.25,True,False,
604,1789628138.447936,client_mr,READ_PRIMARY,primary,recovery,mongo1,604,604,603,majority,majority,True,failure,0.2,True,False,
604,1789628138.4481552,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,604,604,604,majority,majority,True,failure,0.22,True,False,
605,1789628138.449017,client_mr,READ_PRIMARY,primary,recovery,mongo1,605,605,604,majority,majority,True,failure,0.17,True,False,
605,1789628138.4492917,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,605,605,605,majority,majority,True,failure,0.27,True,False,
606,1789628138.4500456,client_mr,READ_PRIMARY,primary,recovery,mongo1,606,606,605,majority,majority,True,failure,0.18,True,False,
606,1789628138.450381,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,606,606,606,majority,majority,True,failure,0.33,True,False,
607,1789628138.451229,client_mr,READ_PRIMARY,primary,recovery,mongo1,607,607,606,majority,majority,True,failure,0.15,True,False,
607,1789628138.4514494,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,607,607,607,majority,majority,True,failure,0.22,True,False,
608,1789628138.4522347,client_mr,READ_PRIMARY,primary,recovery,mongo1,608,608,607,majority,majority,True,failure,0.15,True,False,
608,1789628138.4524581,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,608,608,608,majority,majority,True,failure,0.22,True,False,
609,1789628138.4534945,client_mr,READ_PRIMARY,primary,recovery,mongo1,609,609,608,majority,majority,True,failure,0.15,True,False,
609,1789628138.453735,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,609,609,609,majority,majority,True,failure,0.24,True,False,
610,1789628138.4547281,client_mr,READ_PRIMARY,primary,recovery,mongo1,610,610,609,majority,majority,True,failure,0.18,True,False,
610,1789628138.4549837,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,610,610,610,majority,majority,True,failure,0.25,True,False,
611,1789628138.4559479,client_mr,READ_PRIMARY,primary,recovery,mongo1,611,611,610,majority,majority,True,failure,0.19,True,False,
611,1789628138.4561725,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,611,611,611,majority,majority,True,failure,0.22,True,False,
612,1789628138.4570136,client_mr,READ_PRIMARY,primary,recovery,mongo1,612,612,611,majority,majority,True,failure,0.15,True,False,
612,1789628138.4572165,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,612,612,612,majority,majority,True,failure,0.2,True,False,
613,1789628138.458491,client_mr,READ_PRIMARY,primary,recovery,mongo1,613,613,612,majority,majority,True,failure,0.26,True,False,
613,1789628138.4587193,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,613,613,613,majority,majority,True,failure,0.23,True,False,
614,1789628138.459588,client_mr,READ_PRIMARY,primary,recovery,mongo1,614,614,613,majority,majority,True,failure,0.18,True,False,
614,1789628138.4598284,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,614,614,614,majority,majority,True,failure,0.24,True,False,
615,1789628138.4614334,client_mr,READ_PRIMARY,primary,recovery,mongo1,615,615,614,majority,majority,True,failure,0.18,True,False,
615,1789628138.4616635,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,615,615,615,majority,majority,True,failure,0.23,True,False,
616,1789628138.4626057,client_mr,READ_PRIMARY,primary,recovery,mongo1,616,616,615,majority,majority,True,failure,0.18,True,False,
616,1789628138.462829,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,616,616,616,majority,majority,True,failure,0.22,True,False,
617,1789628138.4637184,client_mr,READ_PRIMARY,primary,recovery,mongo1,617,617,616,majority,majority,True,failure,0.17,True,False,
617,1789628138.4638934,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,617,617,617,majority,majority,True,failure,0.17,True,False,
618,1789628138.4646945,client_mr,READ_PRIMARY,primary,recovery,mongo1,618,618,617,majority,majority,True,failure,0.17,True,False,
618,1789628138.4648747,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,618,618,618,majority,majority,True,failure,0.18,True,False,
619,1789628138.4657662,client_mr,READ_PRIMARY,primary,recovery,mongo1,619,619,618,majority,majority,True,failure,0.17,True,False,
619,1789628138.4659548,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,619,619,619,majority,majority,True,failure,0.19,True,False,
620,1789628138.4668787,client_mr,READ_PRIMARY,primary,recovery,mongo1,620,620,619,majority,majority,True,failure,0.18,True,False,
620,1789628138.4671009,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,620,620,620,majority,majority,True,failure,0.22,True,False,
621,1789628138.467889,client_mr,READ_PRIMARY,primary,recovery,mongo1,621,621,620,majority,majority,True,failure,0.17,True,False,
621,1789628138.4680872,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,621,621,621,majority,majority,True,failure,0.2,True,False,
622,1789628138.4689107,client_mr,READ_PRIMARY,primary,recovery,mongo1,622,622,621,majority,majority,True,failure,0.17,True,False,
622,1789628138.4690933,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,622,622,622,majority,majority,True,failure,0.18,True,False,
623,1789628138.4699259,client_mr,READ_PRIMARY,primary,recovery,mongo1,623,623,622,majority,majority,True,failure,0.17,True,False,
623,1789628138.4701495,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,623,623,623,majority,majority,True,failure,0.22,True,False,
624,1789628138.470949,client_mr,READ_PRIMARY,primary,recovery,mongo1,624,624,623,majority,majority,True,failure,0.17,True,False,
624,1789628138.471118,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,624,624,624,majority,majority,True,failure,0.17,True,False,
625,1789628138.4719522,client_mr,READ_PRIMARY,primary,recovery,mongo1,625,625,624,majority,majority,True,failure,0.16,True,False,
625,1789628138.472124,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,625,625,625,majority,majority,True,failure,0.17,True,False,
626,1789628138.4731987,client_mr,READ_PRIMARY,primary,recovery,mongo1,626,626,625,majority,majority,True,failure,0.16,True,False,
626,1789628138.4733725,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,626,626,626,majority,majority,True,failure,0.17,True,False,
627,1789628138.474158,client_mr,READ_PRIMARY,primary,recovery,mongo1,627,627,626,majority,majority,True,failure,0.16,True,False,
627,1789628138.4743996,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,627,627,627,majority,majority,True,failure,0.24,True,False,
628,1789628138.4752016,client_mr,READ_PRIMARY,primary,recovery,mongo1,628,628,627,majority,majority,True,failure,0.19,True,False,
628,1789628138.4754086,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,628,628,628,majority,majority,True,failure,0.21,True,False,
629,1789628138.4762275,client_mr,READ_PRIMARY,primary,recovery,mongo1,629,629,628,majority,majority,True,failure,0.19,True,False,
629,1789628138.4764044,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,629,629,629,majority,majority,True,failure,0.17,True,False,
630,1789628138.4773438,client_mr,READ_PRIMARY,primary,recovery,mongo1,630,630,629,majority,majority,True,failure,0.18,True,False,
630,1789628138.4775538,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,630,630,630,majority,majority,True,failure,0.21,True,False,
631,1789628138.4784324,client_mr,READ_PRIMARY,primary,recovery,mongo1,631,631,630,majority,majority,True,failure,0.22,True,False,
631,1789628138.4786274,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,631,631,631,majority,majority,True,failure,0.19,True,False,
632,1789628138.4794514,client_mr,READ_PRIMARY,primary,recovery,mongo1,632,632,631,majority,majority,True,failure,0.17,True,False,
632,1789628138.4796674,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,632,632,632,majority,majority,True,failure,0.21,True,False,
633,1789628138.4806957,client_mr,READ_PRIMARY,primary,recovery,mongo1,633,633,632,majority,majority,True,failure,0.16,True,False,
633,1789628138.4808705,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,633,633,633,majority,majority,True,failure,0.17,True,False,
634,1789628138.481649,client_mr,READ_PRIMARY,primary,recovery,mongo1,634,634,633,majority,majority,True,failure,0.18,True,False,
634,1789628138.4818497,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,634,634,634,majority,majority,True,failure,0.2,True,False,
635,1789628138.482706,client_mr,READ_PRIMARY,primary,recovery,mongo1,635,635,634,majority,majority,True,failure,0.17,True,False,
635,1789628138.4828908,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,635,635,635,majority,majority,True,failure,0.18,True,False,
636,1789628138.4842162,client_mr,READ_PRIMARY,primary,recovery,mongo1,636,636,635,majority,majority,True,failure,0.17,True,False,
636,1789628138.4844024,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,636,636,636,majority,majority,True,failure,0.18,True,False,
637,1789628138.4853044,client_mr,READ_PRIMARY,primary,recovery,mongo1,637,637,636,majority,majority,True,failure,0.17,True,False,
637,1789628138.4854896,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,637,637,637,majority,majority,True,failure,0.18,True,False,
638,1789628138.4863772,client_mr,READ_PRIMARY,primary,recovery,mongo1,638,638,637,majority,majority,True,failure,0.2,True,False,
638,1789628138.4865606,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,638,638,638,majority,majority,True,failure,0.18,True,False,
639,1789628138.4873824,client_mr,READ_PRIMARY,primary,recovery,mongo1,639,639,638,majority,majority,True,failure,0.17,True,False,
639,1789628138.487569,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,639,639,639,majority,majority,True,failure,0.19,True,False,
640,1789628138.4884543,client_mr,READ_PRIMARY,primary,recovery,mongo1,640,640,639,majority,majority,True,failure,0.16,True,False,
640,1789628138.4886677,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,640,640,640,majority,majority,True,failure,0.21,True,False,
641,1789628138.4896932,client_mr,READ_PRIMARY,primary,recovery,mongo1,641,641,640,majority,majority,True,failure,0.17,True,False,
641,1789628138.4898586,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,641,641,641,majority,majority,True,failure,0.16,True,False,
642,1789628138.4906974,client_mr,READ_PRIMARY,primary,recovery,mongo1,642,642,641,majority,majority,True,failure,0.19,True,False,
642,1789628138.4909315,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,642,642,642,majority,majority,True,failure,0.23,True,False,
643,1789628138.4917593,client_mr,READ_PRIMARY,primary,recovery,mongo1,643,643,642,majority,majority,True,failure,0.23,True,False,
643,1789628138.4919527,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,643,643,643,majority,majority,True,failure,0.19,True,False,
644,1789628138.4927769,client_mr,READ_PRIMARY,primary,recovery,mongo1,644,644,643,majority,majority,True,failure,0.18,True,False,
644,1789628138.4929612,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,644,644,644,majority,majority,True,failure,0.18,True,False,
645,1789628138.4937959,client_mr,READ_PRIMARY,primary,recovery,mongo1,645,645,644,majority,majority,True,failure,0.16,True,False,
645,1789628138.4940243,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,645,645,645,majority,majority,True,failure,0.23,True,False,
646,1789628138.4948106,client_mr,READ_PRIMARY,primary,recovery,mongo1,646,646,645,majority,majority,True,failure,0.16,True,False,
646,1789628138.4950008,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,646,646,646,majority,majority,True,failure,0.19,True,False,
647,1789628138.496083,client_mr,READ_PRIMARY,primary,recovery,mongo1,647,647,646,majority,majority,True,failure,0.16,True,False,
647,1789628138.4962442,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,647,647,647,majority,majority,True,failure,0.16,True,False,
648,1789628138.4970381,client_mr,READ_PRIMARY,primary,recovery,mongo1,648,648,647,majority,majority,True,failure,0.17,True,False,
648,1789628138.497227,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,648,648,648,majority,majority,True,failure,0.19,True,False,
649,1789628138.4981496,client_mr,READ_PRIMARY,primary,recovery,mongo1,649,649,648,majority,majority,True,failure,0.14,True,False,
649,1789628138.498388,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,649,649,649,majority,majority,True,failure,0.24,True,False,
650,1789628138.4991133,client_mr,READ_PRIMARY,primary,recovery,mongo1,650,650,649,majority,majority,True,failure,0.13,True,False,
650,1789628138.4993322,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,650,650,650,majority,majority,True,failure,0.22,True,False,
651,1789628138.50002,client_mr,READ_PRIMARY,primary,recovery,mongo1,651,651,650,majority,majority,True,failure,0.13,True,False,
651,1789628138.500223,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,651,651,651,majority,majority,True,failure,0.2,True,False,
652,1789628138.501061,client_mr,READ_PRIMARY,primary,recovery,mongo1,652,652,651,majority,majority,True,failure,0.17,True,False,
652,1789628138.501237,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,652,652,652,majority,majority,True,failure,0.17,True,False,
653,1789628138.5019033,client_mr,READ_PRIMARY,primary,recovery,mongo1,653,653,652,majority,majority,True,failure,0.13,True,False,
653,1789628138.5021086,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,653,653,653,majority,majority,True,failure,0.2,True,False,
654,1789628138.5028882,client_mr,READ_PRIMARY,primary,recovery,mongo1,654,654,653,majority,majority,True,failure,0.13,True,False,
654,1789628138.5031183,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,654,654,654,majority,majority,True,failure,0.23,True,False,
655,1789628138.5038514,client_mr,READ_PRIMARY,primary,recovery,mongo1,655,655,654,majority,majority,True,failure,0.13,True,False,
655,1789628138.5040452,client_mr,READ_SECONDARY,session_secondary,recovery,mongo1,655,655,655,majority,majority,True,failure,0.19,True,False,
