timestamp,iteration,client_id,operation,target,phase,written_version,observed_version,max_seen_before,read_concern,write_concern,causal_session,scenario,scenario_event,target_node,event_time,latency_ms,success,violation,error
1789631821.3724468,61,client_mr,READ_PRIMARY,primary,normal,61,61,60,majority,majority,True,partition,,,,0.14,True,False,
1789631821.372709,61,client_mr,READ_SECONDARY,session_secondary,normal,61,61,61,majority,majority,True,partition,,,,0.26,True,False,
1789631821.3737462,62,client_mr,READ_PRIMARY,primary,normal,62,62,61,majority,majority,True,partition,,,,0.12,True,False,
1789631821.3739972,62,client_mr,READ_SECONDARY,session_secondary,normal,62,62,62,majority,majority,True,partition,,,,0.25,True,False,
1789631821.374747,63,client_mr,READ_PRIMARY,primary,normal,63,63,62,majority,majority,True,partition,,,,0.15,True,False,
1789631821.3751042,63,client_mr,READ_SECONDARY,session_secondary,normal,63,63,63,majority,majority,True,partition,,,,0.36,True,False,
1789631821.3762758,64,client_mr,READ_PRIMARY,primary,normal,64,64,63,majority,majority,True,partition,,,,0.14,True,False,
1789631821.37646,64,client_mr,READ_SECONDARY,session_secondary,normal,64,64,64,majority,majority,True,partition,,,,0.18,True,False,
1789631821.3772397,65,client_mr,READ_PRIMARY,primary,normal,65,65,64,majority,majority,True,partition,,,,0.15,True,False,
1789631821.3774993,65,client_mr,READ_SECONDARY,session_secondary,normal,65,65,65,majority,majority,True,partition,,,,0.26,True,False,
1789631821.3783178,66,client_mr,READ_PRIMARY,primary,normal,66,66,65,majority,majority,True,partition,,,,0.14,True,False,
1789631821.3784916,66,client_mr,READ_SECONDARY,session_secondary,normal,66,66,66,majority,majority,True,partition,,,,0.17,True,False,
1789631821.3793182,67,client_mr,READ_PRIMARY,primary,normal,67,67,66,majority,majority,True,partition,,,,0.16,True,False,
1789631821.3796334,67,client_mr,READ_SECONDARY,session_secondary,normal,67,67,67,majority,majority,True,partition,,,,0.31,True,False,
